"","cell_id","ACACA","ADAMTS19","ADCY2","AFF2","AGAP1","AGBL4","AKAP6","AKT3","ANK2","ANKS1B","ARHGAP10","ARHGAP24","ARHGAP6","ASTN2","ATAD2B","ATP8A2","AUTS2","BBS9","BCAS3","BMPR1B","BTBD9","CACNA2D3","CACNB2","CADPS2","CD226","CDC42SE2","CDH12","CDH13","CDH4","CDK14","CDKAL1","CEP128","CEP85L","CHSY3","CNTLN","CNTN3","CNTN4","CNTN5","COG5","COL4A5","COL4A6","COMMD10","CSMD3","CTNNA2","CTNND2","DAB1","DACH2","DCC","DGKB","DGKI","DIAPH2","DIP2C","DLG2","DLGAP1","DNER","DOCK1","DOCK4","DOK6","DPP10","DPYD","EDA","EDIL3","EHBP1","ELMO1","ELP4","EPHA6","ERBB4","ERC2","EXOC4","FARS2","FAT3","FBXL17","FBXL7","FER","FGF12","FGF13","FGGY","FHIT","FHOD3","FOXP1","FRMD3","FTO","GABRG3","GALNT13","GMDS","GPATCH2","GPC5","GPC6","GPHN","GRID1","GRID2","GRIK2","GRM5","GRM7","GRM8","HBP1","HDAC9","HHAT","HS6ST3","IDNK","IL1RAPL1","IMMP1L","IMMP2L","INPP4B","IPO11","ITFG1","KAZN","KCNH1","KCNH8","KHDRBS2","KIAA1328","KIRREL3","KLHL29","LAMA2","LINGO2","LPP","LRBA","LRP1B","LSAMP","LUZP2","LYPD1","LYRM4","MACROD2","MAD1L1","MAGI1","MAGI2","MAP7D2","MARCHF1","MBD5","MCM9","MCTP1","MDGA2","MDH1","MECOM","MGAT4C","MGMT","MID1","MLF1","MSRA","NAALADL2","NAV3","NBAS","NBEA","NCAM2","NCKAP5","NEGR1","NEK11","NELL1","NKAIN2","NKAIN3","NLGN1","NR3C2","NRG3","NRXN3","NSUN6","NUP155","OPHN1","OVCH1","PAPPA","PAPPA2","PARD3","PARD3B","PCCA","PCDH11X","PCDH9","PDE1C","PDE4D","PHKB","PHTF2","PIK3C2G","PLCB1","PLEKHA3","PLXDC2","PPFIA2","PRDM5","PRKD1","PRKG1","PSME4","PTPRD","PTPRG","PTPRK","PTPRM","PXDNL","R3HDM1","RABGAP1L","RAP1GDS1","RAPGEF6","RBMS3","ROBO1","RORA","RSBN1L","RSRC1","RYR2","SCFD2","SDCCAG8","SDK1","SEMA6A","SH3GL2","SH3KBP1","SLC44A5","SLC9A9","SLCO3A1","SMYD3","SNX29","SORCS1","SOX5","SOX6","SPAG16","SPATA17","STK3","STXBP4","STXBP5L","SYT1","TAOK3","TBC1D5","THSD4","THSD7B","TIAM1","TMEM117","TMEM167A","TMTC1","TMTC2","TOM1L1","TPGS2","TPK1","TRAPPC12","TRAPPC9","TRIP12","TTN","TYR","UBQLN1","ULK4","UNC5C","UNC5D","VPS13B","VTI1A","WDFY3","WDPCP","WDR7","WDR70","WWOX","XRCC4","ZBTB20","ZFAND3","ZFPM2","ZRANB3"
"SIDM00486","SIDM00486","5.1562","0.0286","0.111","0","3.3785","0","0.9184","2.06","0.1506","0.0704","3.7027","2.9837","0","1.9561","3.6473","0.0566","0.3334","2.8797","2.4699","2.26","2.1985","0","0.7137","2.8738","0.3674","4.116","0.0286","0.0566","1.696","1.1699","3.2615","3.5122","1.5945","0.0286","1.8115","0.0144","0","0","4.9832","2.8053","1.384","5.0135","0.0704","0.0704","0.0144","0","0.0426","0","0.0704","0.111","2.4594","0.856","0.926","0.0144","0.7824","3.4542","3.7623","0.0144","0.0144","4.9217","0.546","0.6781","3.9727","0.3674","3.7506","0.0841","0.0566","0.5261","4.5154","4.0488","0","2.3923","0.0286","2.6439","1.263","1.9964","3.0687","0.5361","4.0435","2.406","0.4005","5.4253","0","0.0286","5.0339","2.6982","0.0286","0.0426","4.5379","0.0144","0","0.111","0.0144","0","0.263","4.9112","4.7296","0.8718","0.0704","1.9523","2.7049","4.4423","4.7829","2.98","4.306","5.0103","0.516","0.0286","0.0144","0","2.0635","0.0426","3.2913","1.1309","0","2.6576","5.7842","0.0286","0.111","0.0144","1.8758","5.0045","0.5261","4.9722","4.1202","0.0566","0.1243","1.3448","2.1243","2.8197","4.366","0","6.3556","5.3985","0","3.8288","3.568","2.3248","3.8268","2.9165","4.6381","3.6882","2.1177","0.1375","0.0704","0","2.729","0.0144","0.0144","0.0286","0.2869","0.1375","0","0.0704","3.3462","4.5116","1.516","0.0566","0.0704","0.0286","4.7544","0.3219","2.4594","0","0.0704","0.0841","3.116","5.8362","3.4854","0.0566","0.0704","2.2957","0.0566","0","0.848","2.4141","0.3561","4.5832","0.0976","0.2869","5.5286","5.0807","0","6.0356","3.7485","4.9463","3.189","0.0286","0.7655","2.3103","3.9616","5.1823","0.2987","5.076","4.1416","0.0704","1.2265","0.0286","6.4717","0.0426","0.0144","4.7538","3.5534","3.3491","0.0566","0.0566","0.1506","4.2327","0.7312","4.2087","2.0179","0.0426","2.0807","4.9764","4.4673","1.3045","0.0144","3.5969","0.111","5.9298","0.1763","3.2311","5.3341","7.3696","1.9672","5.1173","3.5607","6.0009","0.0976","0.1506","6.6362","2.858","0.5753","0","3.0618","3.7803","3.8807","1.9373","3.2795","4.1914","4.7241","4.5801","0.9928","5.5537","0.696","3.7038"
"SIDM00487","SIDM00487","6.1069","0.3334","0","0","4.607","0.0841","0.5656","0","0.0144","0","2.0942","0.0704","0.275","1.903","2.5236","0","4.6656","1.8797","2.6803","0.111","2.1243","0","1.4699","2.7268","0.0566","5.4063","0","0.1506","0","0.1635","3.2884","2.319","0.4957","0","1.2327","0","0.0286","0.263","5.1006","0.0286","0","4.7159","0","0.0286","0","0.1763","0","0.2388","0.0144","0.0566","3.466","1.1177","0.2265","3.4673","0.0144","4.511","0.3785","0","0","0.0144","1.4542","0","3.9364","0.0286","4.4751","0","0.0286","0.0286","4.7918","3.2327","0","3.009","0","0.5945","1.384","0.0144","4.2876","2.8659","1.1827","3.1938","0.2265","4.5807","0","0.0144","6.5977","3.3391","0","0","4.8171","0","0","0","0","0","0.1375","4.4121","0.0566","1.4542","0","3.2311","0.0144","5.5388","3.5385","1.6415","4.1367","5.3889","2.9709","0","1.7225","0","1.6915","0","0.7137","1.8359","0","2.5435","4.6053","0","0","0","0.0976","3.488","0.4542","4.1152","3.1293","0.433","2.0072","1.1763","2.6346","3.6323","0.7225","0.0286","7.8739","3.9653","0","4.8704","4.0347","4.3234","2.4568","1.6462","0.0426","4.1953","1.6736","0","0","0","2.1763","0","0.0704","0","0","2.1827","0","2.9126","3.9373","5.0639","1.516","0","0.7485","0.0566","4.6713","2.1473","4.0179","0","0.0286","0.0286","0.7137","5.243","3.144","0","2.0108","3.488","0.0144","0","0.1506","0","0.1375","5.1787","2.5801","3.7761","5.5629","0","0.0286","5.3266","3.4931","4.8151","2.6893","0","0","0.5059","3.8166","4.7296","0.111","2.4983","3.4449","0","4.5801","2.7398","5.2824","1.9107","0.2265","4.0592","3.5008","1.1635","0","0","0.2388","0.926","3.3045","3.0268","1.9146","0.0976","1","3.8797","4.7608","0.9635","0","0.0976","3.5472","5.6642","0.4647","1.8758","5.8577","6.0481","2.6576","5.2215","3.0925","5.8941","0.1635","0.0841","6.2628","2.5008","0","0","2.757","4.6837","3.1683","1.848","1.9146","4.4938","4.04","3.5311","0.5558","5.1276","0","2.4303"
"SIDM00488","SIDM00488","6.3123","0.1375","0","0.0841","4.3847","0.0144","1.6369","5.4705","0.2016","0.433","3.9098","2.4249","0.0976","2.7506","3.6288","1.8237","1.2203","3.1985","3.9126","0.0566","1.7782","0.4542","0.4751","2.1635","0.263","4.7431","0","0","0.4114","5.4725","3.4141","2.121","0.9411","0.4222","2.1473","0.0426","0.0841","0.0144","5.1424","4.7306","1.269","5.6539","0.0144","0.1243","0.0976","0.0286","0.111","0","0.1243","0.0286","3.2913","1.275","0.6508","0.0286","0.3103","4.7447","0.669","0","0","3.4867","0.5261","3.4476","6.7594","0.111","4.4209","0.0566","0.546","0.8639","4.6971","3.2585","2.742","3.7049","0","3.3632","3.1715","0.4114","1.7181","0.7908","2.1859","3.121","2.8777","5.8787","0","0.0286","4.1538","3.6053","0.0566","0.0144","3.843","0.8718","0","0.0286","0","0.0144","0","6.1385","6.2694","4.5304","0.1763","3.8934","0.0144","5.4053","4.843","5.4728","3.6017","6.6097","2.2296","1.0841","0.0286","0","2.7377","2.7225","2.5922","0.3448","1.6736","4.0383","4.8354","0.0704","0.0144","0","3.4725","4.3477","2.3646","4.441","4.4489","1.0635","1.3334","2.3477","4.1755","2.9727","1.8156","0.0286","7.9619","2.568","0.0426","4.2532","5.7035","4.4822","3.8924","2.1667","2.1763","4.354","2.272","0","0.4005","3.6668","2.5898","0","0","0.0144","0.0841","1.384","0","0","1.9561","5.0023","3.0286","0","4.4141","0.0144","3.6288","3.8022","3.5311","0.0566","0.0286","1.7312","2.7866","6.3332","4.9045","0.0144","0.0566","4.1938","1.3448","0","3.2418","0.6508","1.6871","5.5925","2.3448","1.9672","5.6798","3.3219","0.0566","4.7087","5.2976","4.3709","2.6848","2.2839","2.7782","2.8135","4.4861","4.6893","1.5311","2.9184","5.2847","3.3448","0.5261","0","5.68","0.111","0.1763","5.5113","4.8807","1.4168","0.111","0.4647","2.3646","5.3516","1.5705","6.3818","2.1827","0.0144","0.9782","5.4353","4.0054","3.3533","0.0144","1","2.5826","6.5038","0","2.86","6.0637","6.0215","1.5898","5.723","4.2456","6.692","0.2265","0","6.6315","1.2265","0.1506","0","3.3813","4.0321","4.2593","2.4087","2.7247","5.1247","2.7866","4.1522","0.2265","6.3391","0.6229","2.257"
"SIDM00489","SIDM00489","5.9023","0","0","0","3.278","0","0.9336","4.5844","1.269","0.0566","2.8914","1.2869","0.0286","0.3674","2.7485","0.0286","4.1432","2.5826","3.6053","0.9486","2.0036","0.0286","1.2327","3.2957","0.111","4.7263","0","3.6182","0.6871","2.5361","3.1875","1.9598","1.7908","0","1.384","0","0","0.2016","4.6106","5.7076","3.6781","2.9279","0.0286","0.0286","0","0","0","0","0","0","0.8875","0.5361","1.669","0.2141","0.0144","3.7814","0.516","0","0","4.0951","1.5753","1.9146","5.7134","0.0426","3.6859","0.0144","0.0144","0.0144","5.2987","3.5472","0","2.3561","0","4.0277","0.0144","0.189","2.9392","0.111","5.5506","3.9653","0.3896","5.4289","0","0.1243","4.7186","4.1707","0.0144","0.0144","3.4686","2.0461","0","0.251","0","0","0","4.3212","3.3349","1.852","0","0.3896","0","3.6769","2.8156","4.6433","4.1202","5.4212","3.796","0.0286","0","0","2.1043","0.2016","3.3882","1.2928","0.0426","4.5521","4.3889","0","0.0286","0.5059","3.3827","4.7856","0.0704","3.9449","2.6554","1.1309","0.903","2.4087","3.266","3.4316","1.7355","0","6.1218","4.7871","0.0144","4.025","3.5969","6.6125","1.7824","0.263","0.1243","4.126","0.3674","0.0286","1.4222","0","2.3016","0","0.0566","0","0.0704","0.5558","0.1243","0","4.7032","4.904","1.9373","0","0","0.0286","6.2323","0","4.8248","0","0.5261","1.1043","2.4005","5.3331","3.905","1.263","2.6531","4.0505","0","0","0","0.9107","0.3896","5.2839","0","2.342","6.2315","3.5777","0.0144","4.0126","3.6473","5.3709","2.8777","0.6508","2.9745","1.3951","4.1152","4.5674","4.2048","3.0824","6.0932","0.263","0.6508","0","3.189","4.6182","1.1827","3.7782","3.6392","2.7485","0","0.0144","0.7312","4.3045","2.5135","5.2494","1.5558","0.0704","3.7876","5.5521","4.9662","3.3147","0.0976","3.4074","2.5583","5.4413","0.8074","1.3161","4.8017","5.1715","1.6135","5.2668","3.5072","5.7671","0.3561","0","7.3407","0.7225","0.0566","0","3.2418","3.2869","3.5886","1.9891","1.9891","4.7745","3.9467","2.905","1.6645","5.3427","0.9709","2.757"
"SIDM00490","SIDM00490","4.5975","0","0.275","0.0426","4.3604","0.0144","1.0356","3.7751","2.263","0.856","2.8992","3.254","1.4005","2.0738","2.6554","0.2016","5.8587","4.2032","4.079","0.6415","1.8319","3.8248","3.3813","2.257","0.1635","3.7645","0.2141","6.96","4.4012","3.025","2.5008","1.3561","2.1375","1.6462","2.8895","0.0144","0.1763","0.3103","5.318","5.5564","1.275","4.5122","0","1.9298","0.5558","0.856","0","0.263","0.0144","0.4005","2.3334","3.3978","0.903","0.1763","0.8718","4.314","3.332","0","0","5.0548","0.433","6.254","4.9973","2.0976","4.0548","0.0144","0.0704","0.1506","5.5521","3.3176","0.251","4.4601","3.359","3.2403","1.9298","2.7093","3.7751","0.8718","1.4647","4.3827","2.101","5.8992","0.0286","2.1473","3.6826","3.0875","0.0704","4.7409","0.9635","1.0841","0.3448","4.3399","0.903","0.4005","2.4568","6.2399","2.1667","1.903","1.7268","2.8797","1.1763","4.2898","4.1334","0.7312","3.5273","5.7142","3.9298","2.8895","0.0566","0","2.488","1.7004","2.4195","1.8278","1.6462","5.1052","2.5033","1.1635","3.557","1.6182","2.9964","3.8329","0.1506","3.8319","1.1699","3.2615","0.111","1.4005","4.8763","2.9505","1.2327","0.1763","6.4594","2.4725","0.0976","0.4647","3.1127","4.8384","2.5135","4.2126","1.3561","4.7393","2.7181","1.3161","0.6871","0.9561","3.1747","0.2265","0.433","0.7225","4.3441","0.696","0.1375","1.4751","2.6229","4.1803","3.2854","0.4542","3.3868","3.3964","4.4182","1.6088","3.3964","1","1.384","5.7164","2.9873","5.2422","4.3639","0","4.2817","4.6212","3.926","0.3561","1.8953","3.1227","3.2079","5.26","2.2234","4.1595","5.7153","5.1554","0.0426","4.5515","3.2987","4.8217","3.1715","2.9616","5.1089","2.6135","3.8659","5.1379","0.3334","3.5173","4.5454","2.4699","2.2048","1.3277","6.2668","3.009","4.5472","4.4705","3.3519","3.7474","3.5211","2.905","3.2972","5.0347","1.5311","3.8084","3.0054","0.251","3.8217","3.6182","5.1843","1.4699","0.1243","2.8992","1.2079","5.8245","4.8166","2.8895","5.9644","6.7981","1.4222","5.0014","3.8629","6.2399","0.0144","0","6.2662","1.9298","2.0461","0.0704","3.4168","3.3434","4.0054","2.5211","2.7004","4.649","3.6803","3.2585","2.8797","6.0682","1.263","1.5705"
"SIDM00491","SIDM00491","3.7027","0","0","0.1243","3.796","0.0286","0.0841","5.1436","2.1342","0.433","3.2219","3.3896","0.9928","1.669","1.9107","1.144","3.2464","2.742","2.9782","0.251","1.6826","1.8875","1.0976","0.0144","0.5656","3.7908","3.5969","1.4594","0.251","3.3448","3.3992","3.251","1.9782","1.9745","2.905","0.0976","0","0.0286","5.0879","0","0.0566","4.5323","0.3219","0.0286","0","0.0426","0","0","0.0144","5.6035","3.3031","2.2957","1.0215","0.1763","6.2885","4.7703","4.1301","0.0144","0","4.5484","2.6871","5.4607","4.8953","0.0426","4.6893","0","0.0704","0.2141","5.3096","3.479","0","3.2234","3.1985","3.6993","1.5509","5.2369","6.4965","2.7071","3.8669","5.0596","0.263","5.1064","0","3.5814","3.9298","2.9241","0.251","3.8298","4.5441","0.0704","0.0286","0.1243","0.0286","0","0.1506","5.2063","4.1449","0.848","0.0566","0.3785","1.6276","3.9928","2.8298","3.1953","4.2396","5.2257","0.0704","0.0704","0","0","2.0531","4.2441","2.9279","0.5261","0.0144","5.3775","4.8298","0.0286","0.7824","0.0426","0.0704","5.3771","1.7613","6.4846","3.4168","0.7049","0.1375","1.9891","3.5957","1.7181","5.1018","0.4222","7.2917","3.4087","0.774","0","3.7192","6.0063","2.3363","0.6229","4.6288","5.1894","0.9107","0.0426","0.757","1.6554","1.3391","0.2869","0.2869","0.0426","0","1.4957","0.0566","0.0426","2.7613","5.4532","3.9326","0","4.6375","2.9107","6.14","1.2928","4.2525","0","0.4114","1.384","3.9458","3.7866","3.9561","0.0426","3.1391","4.1497","0","0","2.696","3.2987","2.9837","5.0824","0","4.6548","4.5154","4.7334","1.0841","4.862","3.3291","4.5509","2.7949","3.8207","5.3834","4.2555","3.5097","5.111","0.9184","3.009","4.6153","0","1.1177","0","4.7845","0.0841","2.4303","0.0286","5.839","2.4621","0.5361","0.6508","0.251","3.9307","1.6508","4.6542","1.6645","0.0841","1.433","5.5978","5.2943","3.4542","0.0286","2.441","1.696","5.77","0.5753","2.4195","1.2016","5.6299","1.9411","4.9509","2.7377","6.5311","0.0566","0","6.4419","1.844","0.0144","0.0144","3.101","4.7181","3.4303","2.4303","2.0875","5.3092","2.373","4.0126","1.8875","6.4663","2.359","2.4249"
"SIDM00492","SIDM00492","5.1285","0.0144","0.0144","0.1375","3.5741","0.0566","0.3785","4.1293","1.926","0.3334","4.0391","3.1554","1.8115","3.2311","1.5607","0.5059","0.9486","2.3132","2.1506","0.0566","1.275","0.9336","0.8718","1.8639","0.189","4.0618","0","5.6467","3.5546","2.8992","3.0514","3.6927","2.0321","1.1763","3.0144","0.0704","0.546","1.2869","3.6439","3.9736","4.2772","4.4148","3.0356","0.0426","0.1243","0.0286","0","1.9069","0.0144","1.5993","2.8115","2.1473","1.5361","1.5509","6.1313","4.2396","4.0883","0","0.0144","3.7082","1.9672","0.1506","5.3096","2.7312","3.85","0.6599","0.5361","2.6758","4.6639","3.6369","0.0841","2.6554","3.1699","3.7517","2.9088","0.0426","2.858","0.6041","3.7751","3.4867","1.7485","5.4751","0.189","0.0566","4.4867","2.84","0.3785","0.8953","4.3384","0.275","0.0144","0.4647","0.0144","0.1506","0.1763","2.9964","2.8895","5.0076","0.3103","2.3923","3.6135","5.1318","3.4236","3.5311","4.0339","3.9336","0.6415","1.257","0.0841","0","1.2327","1.6736","0.0704","0.7398","0.669","3.1843","4.5934","0.0976","0.0566","0.1635","6.3947","4.9449","0.8156","5.1615","3.0858","0.3785","0.1243","1.7908","2.9672","2.4854","2.862","1.2016","7.2885","2.6508","0","0.0841","3.957","4.2593","3.2219","0.9411","5.1691","4.0339","1.0072","2.4114","2.0807","0.6781","0.8797","0","0.0566","0.1243","2.0531","1.1699","0.3561","0.275","3.488","4.591","1.852","0","3.9709","1.541","5.202","1.1763","3.1293","0.4005","0.856","6.2108","1.8197","4.6035","3.7257","0.1243","2.5059","3.1651","0.2141","2.3896","3.406","1.8115","1.0704","4.5279","0.9184","2.8197","4.6088","3.2928","0.0144","5.2098","2.9653","5.432","3.0738","4.2787","4.0993","1.9782","3.1359","5.1363","2.5826","3.9355","4.1619","1.4168","0.926","0.0144","6.0283","0.8156","1.4957","2.4828","4.5122","2.5969","0.1375","1.4854","0.0704","4.6576","0.2987","3.7845","2.6485","0.189","2.0356","4.1018","4.5497","2.5993","0.9411","3.2555","0.9336","6.3761","0.0841","2.1603","5.4063","6.0422","2.1506","4.917","2.5583","6.1512","0.3103","0.0426","6.0646","2.0286","0.263","0.5059","2.7485","3.6462","3.5801","2.272","2.1177","4.4906","4.0126","4.4449","1.0841","5.3154","2.144","2.568"
"SIDM00493","SIDM00493","4.813","0","0","0.0144","3.557","0","0.4957","0.3561","0.2388","0.0841","3.2839","0.5261","0.1243","0.5656","2.5084","0.3785","2.6622","1.9298","2.7991","0.9107","1.111","0.0841","0.3448","1.157","0.757","3.6041","0.0144","5.1194","0.2265","3.1811","2.5705","2.3757","1.8197","0","2.8258","0","0","0.0426","3.6576","6.4722","5.9317","4.7257","0.2141","0.0566","0.0144","0","0","0.0144","0.0841","0.2987","1.7004","2.0942","0.4854","0.0426","1.0976","3.6206","1.3334","0.0144","0","1.1635","0.3219","3.7137","5.254","0.1243","3.3618","0.0286","0.0704","0.0976","4.375","3.1795","0.0144","3.1473","0.0704","2.757","0.3334","0.1635","2.0531","0.8875","3.8875","2.7203","0.6781","4.6977","0.0426","0.275","4.2472","2.6645","0.3103","0.8875","3.0704","0.0286","0.0144","0.5945","0","0","0.0976","3.5632","2.6415","3.332","0.0144","2.4222","0.0144","5.0631","3.9653","5.1043","3.7257","5.4568","1.5656","0.1635","0.0144","0","1.546","2.6531","1.4436","0.189","0.0286","2.8339","4.7944","0","0","0","1.1043","3.7377","0.5059","4.4496","2.1473","0.0841","0.189","1.189","2.5969","2.7355","2.6826","0.0144","6.7777","3.497","0","3.511","3.9355","2.3219","2.905","0.3674","0.6135","3.7581","0.757","0.1375","0.3334","2.0942","1.5945","0","0","0.0426","0","0.0841","0","0.0144","2.4383","4.7845","2.2048","0","0.0704","0","4.0575","1.4542","3.5957","0","0.0144","0.111","3.111","5.5506","3.99","0.0426","1.406","2.757","2.7247","0","3.9174","0.5361","0.0704","4.7452","0.1763","2.9855","5.2653","5.0708","0.0286","4.1755","3.3827","4.557","2.2203","2.0321","2.8156","1.0356","2.7398","4.009","0.3334","3.4725","3.1731","0.0704","1.0976","2.1243","5.157","3.774","0.0566","4.2426","3.0858","1.1506","0.1243","0.111","1.2079","3.5729","0.0426","4.3406","1.2079","0.0286","1.6462","4.4005","4.2987","4.5497","0","0.5753","1.669","5.3473","0.0426","2.211","4.9828","6.0347","0.6135","4.6809","2.8319","5.8125","0.1375","0","5.9143","2.433","0.0426","0","3.0738","3.6814","3.8258","1.9672","2.2479","4.1993","3.4764","3.1326","0.4436","4.7344","0.111","2.488"
"SIDM00494","SIDM00494","5.7626","0.0144","0.3448","0.1506","4.1235","0","0.8319","4.3985","1.281","0.3334","4.1375","0.8074","0.111","1.8074","3.5969","0.1763","2.7719","2.0286","2.1763","0.585","2.157","1.0909","0.6229","0.0566","0.1375","4.0531","0.0286","0.0286","0.1763","2.9635","2.4931","2.5509","1.5509","0.5558","1.696","0","2.6323","0.84","3.7677","0.1506","0.0144","3.8817","0","0.0144","0.0286","0","0","0","0.0566","0.7225","1.774","2.8074","0.6135","0","0.0426","3.8074","0.5656","0","0.1375","2.7398","0.1763","0.9336","5.4199","0.9561","3.3477","2.1795","0.1243","0.2016","4.2434","3.4581","3.6904","4.5373","0.0144","2.7004","0.111","2.6622","2.7908","1.2928","0.0841","1.7782","0.3561","4.6112","0","0","4.263","2.9011","0.3896","0.9107","3.9079","0","0","0.0144","0.0144","0","0","4.3646","1.1635","1.4751","0","2.359","0","4.8679","4.1227","2.7613","3.7225","4.8268","2.7527","0.189","0","0","2.5632","0.6229","1.0144","0.0976","0.1763","3.0321","5.3107","0","0","1.3161","0.189","5.1064","1.5753","4.1489","3.5826","0.2016","0.1243","0.8718","2.3161","3.0054","1.9411","0.0144","8.3918","3.4647","0","4.1977","2.0909","4.3937","2.7803","2.2234","1.1763","4.4012","1.6645","0.0704","0","1.3674","1.1506","0","0","0.0566","0","2.5135","1","1.6554","2.5008","5.9124","3.0108","0.0144","0.0286","0","5.0387","2.3363","1.903","0.0144","1.0772","0.0286","4.4919","4.7203","5.0184","0.0144","2.1667","1.7991","0.0144","0.0426","0","0.0286","0.2016","5.8138","0.0566","2.516","4.6218","0.111","1.0144","4.2638","5.8946","4.0514","2.4033","1.6915","5.3903","1.516","3.3219","5.6488","0.4542","2.9819","3.5993","2.7027","0.3896","0.0286","3.5801","0.0426","0.848","1.2388","3.6159","1.511","0.0144","0.7908","1.2016","4.2735","0.1243","5.054","2.1473","0.0566","0.1243","4.5969","3.5033","3.3334","0.0426","3.3147","3.5753","5.8472","0.0976","2.5558","4.6153","7.0679","2.7845","5.4222","3.7527","5.4607","0.1243","0.0566","6.1131","2.0496","0.669","0","3.4712","3.3291","4.1739","2.359","2.1985","5.0228","4.0259","3.2188","0.1375","5.1647","0","1.9184"
"SIDM00495","SIDM00495","5.1375","0","0","1.1953","0.2987","0.111","0.4005","2.1473","2.1177","0.1635","2.7159","1.7698","0.0144","2.3702","2.4931","0.0426","0.1763","2.5484","3.774","0.0426","1.3896","0.0976","1.5211","3.7082","0.1506","4.7666","0","0.0286","0.4436","1.5705","3.0144","7.3222","2.1699","0.0704","0.9928","0","0","0.0841","3.3632","3.0772","0.3219","3.266","0.0286","0","0.0704","0.0144","0.3785","5.3981","0","0.5945","1.757","3.3334","0.848","0","0.0286","0.189","1.2079","0","0","2.7655","2.1667","0.1635","3.5148","5.3406","3.126","0","0.1763","0.6415","4.4509","3.2585","0.3334","2.8298","0.0144","1.1827","0.4222","0.5261","4.3277","4.278","0.2265","0.9855","0.1375","5.4026","3.0858","0.1763","5.3642","2.8156","0.0144","0.263","2.8115","0.0144","0.585","0.0144","0","0","0.0286","3.742","2.8217","1.6871","0","2.2016","0.0426","4.2555","2.5361","0.0144","2.7334","4.7829","0.111","0.0566","0","0","1.9486","1.0144","0.0286","0.1375","0","2.3813","5.4809","0.0286","0","0","0.1763","4.1627","2.7527","4.0909","3.6542","0.4436","0.1635","1.0566","3.0339","3.2311","0.2869","0.0704","6.7662","0.2869","0","3.2479","1.9336","4.5934","0.2141","0","0.0286","3.6837","1.852","0.0704","0.2388","0","1.5558","0.3334","0.0841","0.0144","0.0286","0.7991","0","0.0144","3.1309","3.1731","1.0426","0","0.0704","0.1375","3.957","0.0566","3.4087","0","0.3334","0.1243","2.7506","4.905","3.6147","0.0144","2.848","2.373","0.0144","0.0704","0.275","1.0356","0.0286","4.1326","0.1375","0.0704","2.797","4.0108","0.1635","4.8851","4.6223","3.8115","2.8797","0.0704","4.4938","5.8133","3.373","4.3964","0.2987","2.2388","4.1595","0.0144","2.2141","0.0704","3.0303","0.2016","1.8679","3.4168","4.6305","2.7908","0","1.2141","0.251","3.1473","2.189","2.5484","2.1473","0.0566","0.757","2.9709","3.9745","0.1375","0.0144","0.0426","2.1309","4.729","0.0704","2.7071","2.9222","5.4289","2.3219","5.2694","3.2645","6.2756","0.0286","0.0426","5.6508","2.2388","0.0144","0","3.8053","3.4995","2.9355","2.3813","2.3016","3.5753","4.6387","2.757","1.3219","4.6358","0.3103","1.5801"
